SPX Index,,,MXEM US Equity,,,MXWD US Equity,,,MXJP US Equity,,,MXEA US Equity,,,MXEU US Equity,,,MXASJ US Equity,,,RTY US Equity,
Date,SPX Index - TRND,,Date,MXEM Index - TRND,,Date,MXWD Index - TRND,,Date,MXJP Index - TRND,,Date,MXEA Index - TRND,,Date,MXEU Index - TRND,,Date,MXASJ Index - TRND,,Date,RTY Index - TRND
5/31/61,66.56,,,,,,,,5/30/03,543.2084,,5/30/03,1183.2316,,,,,,,,5/31/12,958.4525
6/30/61,64.64,,,,,,,,6/30/03,585.5694,,6/30/03,1212.541,,,,,,,,6/29/12,1006.2084
7/31/61,66.76,,,,,,,,7/31/03,611.7216,,7/31/03,1242.0409,,,,,,,,7/31/12,992.3128
8/31/61,68.07,,,,,,,,8/29/03,654.5108,,8/29/03,1272.2148,,,,,,,,8/31/12,1025.4074
9/29/61,66.73,,,,,,,,9/30/03,664.1663,,9/30/03,1311.7526,,,,,,,,9/28/12,1059.0891
10/31/61,68.62,,,,,,,,10/31/03,683.4543,,10/31/03,1393.5973,,,,,,,,10/31/12,1036.1207
11/30/61,71.32,,,,,,,,11/28/03,659.8069,,11/28/03,1424.5426,,,,,,,,11/30/12,1041.5992
12/29/61,71.55,,,,,,,,12/31/03,690.4426,,12/31/03,1536.1478,,,,,,,,12/31/12,1078.9174
1/31/62,68.84,,,,,,,,1/30/04,694.2778,,1/30/04,1557.95,,,,,,,,1/31/13,1146.4437
2/28/62,69.96,,,,,,,,2/27/04,714.5469,,2/27/04,1594.1895,,,,,,,,2/28/13,1159.0911
3/30/62,69.55,,,,,,,,3/31/04,772.5286,,3/31/04,1603.932,,,,,,,,3/29/13,1212.6013
4/30/62,65.24,,,,,,,,4/30/04,774.8716,,4/30/04,1569.5193,,,,,,,,4/30/13,1208.1329
5/31/62,59.63,,,,,,,,5/31/04,748.4966,,5/31/04,1575.8964,,,,,,,,5/31/13,1256.4048
6/29/62,54.75,,,,,,,,6/30/04,778.7217,,6/30/04,1611.0591,,,,,,,,6/28/13,1249.954
7/31/62,58.23,,,,,,,,7/30/04,748.2685,,7/30/04,1558.8747,,,,,,,,7/31/13,1337.4098
8/31/62,59.12,,,,,,,,8/31/04,742.1388,,8/31/04,1566.047,,,,,,,,8/30/13,1294.9477
9/28/62,56.27,,,,,,,,9/30/04,728.7988,,9/30/04,1607.6079,,,,,,,,9/30/13,1377.516
10/31/62,56.52,,,,,,,,10/29/04,719.8746,,10/29/04,1662.5237,,,,,,,,10/31/13,1412.1476
11/30/62,62.26,,,,,,,,11/30/04,730.3811,,11/30/04,1776.4222,,,,,,,,11/29/13,1468.688
12/31/62,63.1,,,,,,,,12/31/04,765.4547,,12/31/04,1854.6964,,,,,,,,12/31/13,1497.5992
1/31/63,66.2,,,,,,,,1/31/05,754.8673,,1/31/05,1821.1159,,,,,,,,1/31/14,1456.1581
2/28/63,64.29,,,,,,,,2/28/05,776.6083,,2/28/05,1900.1431,,,,,,,,2/28/14,1524.7187
3/29/63,66.57,,,,,,,,3/31/05,780.961,,3/31/05,1853.5038,,,,,,,,3/31/14,1514.3493
4/30/63,69.8,,,,,,,,4/29/05,746.289,,4/29/05,1812.0728,,,,,,,,4/30/14,1455.6304
5/31/63,70.8,,,,,,,,5/31/05,759.5349,,5/31/05,1814.7346,,,,,,,,5/30/14,1467.2693
6/28/63,69.37,,,,,,,,6/30/05,780.1667,,6/30/05,1839.6591,,,,,,,,6/30/14,1545.2902
7/31/63,69.13,,,,,,,,7/29/05,797.073,,7/29/05,1896.1516,,,,,,,,7/31/14,1451.7876
8/30/63,72.5,,,,,,,,8/31/05,845.2773,,8/31/05,1945.2996,,,,,,,,8/29/14,1523.7391
9/30/63,71.7,,,,,,,,9/30/05,951.2744,,9/30/05,2032.2799,,,,,,,,9/30/14,1431.6388
10/31/63,74.01,,,,,,,,10/31/05,965.1532,,10/31/05,1972.9499,,,,,,,,,
11/29/63,73.23,,,,,,,,11/30/05,1034.3696,,11/30/05,2021.8835,,,,,,,,,
12/31/63,75.02,,,,,,,,12/30/05,1107.8942,,12/30/05,2116.136,,,,,,,,,
1/31/64,77.04,,,,,,,,1/31/06,1154.2284,,1/31/06,2246.1186,,,,,,,,,
2/28/64,77.8,,,,,,,,2/28/06,1132.2945,,2/28/06,2241.8236,,,,,,,,,
3/31/64,78.98,,,,,,,,3/31/06,1183.6007,,3/31/06,2317.8846,,,,,,,,,
4/30/64,79.46,,,,,,,,4/28/06,1178.6051,,4/28/06,2431.3363,,,,,,,,,
5/29/64,80.37,,,,,,,,5/31/06,1084.8587,,5/31/06,2340.1607,,,,,,,,,
6/30/64,81.69,,,,,,,,6/30/06,1093.9296,,6/30/06,2341.0463,,,,,,,,,
7/31/64,83.18,,,,,,,,7/31/06,1089.0079,,7/31/06,2364.2224,,,,,,,,,
8/31/64,81.83,,,,,,,,8/31/06,1132.8897,,8/31/06,2429.6992,,,,,,,,,
9/30/64,84.18,,,,,,,,9/29/06,1122.3141,,9/29/06,2434.0817,,,,,,,,,
10/30/64,84.86,,,,,,,,10/31/06,1133.0245,,10/31/06,2529.4033,,,,,,,,,
11/30/64,84.42,,,,,,,,11/30/06,1126.2349,,11/30/06,2605.6882,,,,,,,,,
12/31/64,84.75,,,,,,,,12/29/06,1189.2527,,12/29/06,2687.7077,,,,,,,,,
1/29/65,87.56,,,,,,,,1/31/07,1217.4507,,1/31/07,2705.9753,,,,,,,,,
2/26/65,87.43,,,,,,,,2/28/07,1240.5254,,2/28/07,2728.2263,,,,,,,,,
3/31/65,86.16,,,,,,,,3/30/07,1221.1776,,3/30/07,2799.3556,,,,,,,,,
4/30/65,89.11,,,,,,,,4/30/07,1211.5157,,4/30/07,2926.1928,,,,,,,,,
5/31/65,88.42,,,,,,,,5/31/07,1254.8464,,5/31/07,2981.185,,,,,,,,,
6/30/65,84.12,,,,,,,,6/29/07,1268.9316,,6/29/07,2986.5817,,,,,,,,,
7/30/65,85.25,,,,,,,,7/31/07,1220.9142,,7/31/07,2942.914,,,,,,,,,
8/31/65,87.17,,,,,,,,8/31/07,1153.6829,,8/31/07,2897.5358,,,,,,,,,
9/30/65,89.96,,,,,,,,9/28/07,1171.6125,,9/28/07,3053.0551,,,,,,,,,
10/29/65,92.42,,,,,,,,10/31/07,1169.826,,10/31/07,3173.1782,,,,,,,,,
11/30/65,91.61,,,,,,,,11/30/07,1104.7884,,11/30/07,3069.3983,,,,,,,,,
12/31/65,92.43,,,,,,,,12/31/07,1068.7358,,12/31/07,3000.5454,,,,,,,,,
1/31/66,92.88,,,,,,,,1/31/08,970.6702,,1/31/08,2724.5016,,,,,,,,,
2/28/66,91.22,,,,,,,,2/29/08,956.9248,,2/29/08,2764.2222,,,,,,,,,
3/31/66,89.23,,,,,,,,3/31/08,878.8577,,3/31/08,2736.9356,,,,,,,,,
4/29/66,91.06,,,,,,,,4/30/08,989.6863,,4/30/08,2888.5053,,,,,,,,,
5/31/66,86.13,,,,,,,,5/30/08,1024.7036,,5/30/08,2921.7887,,,,,,,,,
6/30/66,84.74,,,,,,,,6/30/08,958.8882,,6/30/08,2683.8452,,,,,,,,,
7/29/66,83.6,,,,,,,,7/31/08,944.3842,,7/31/08,2597.7584,,,,,,,,,
8/31/66,77.1,,,,,,,,8/29/08,910.5124,,8/29/08,2493.1292,,,,,,,,,
9/30/66,76.56,,,,,,,,9/30/08,791.6065,,9/30/08,2134.093,,,,,,,,,
10/31/66,80.2,,,,,,,,10/31/08,624.9109,,10/31/08,1703.4807,,,,,,,,,
11/30/66,80.45,,,,,,,,11/28/08,597.7512,,11/28/08,1613.6455,,,,,,,,,
12/30/66,80.33,,,,,,,,12/31/08,615.1752,,12/31/08,1710.7524,,,,,,,,,
1/31/67,86.61,,,,,,,,1/30/09,568.0618,,1/30/09,1543.1364,,,,,,,,,
2/28/67,86.78,,,,,,,,2/27/09,542.2602,,2/27/09,1385.5132,,,,,,,,,
3/31/67,90.2,,,,,,,,3/31/09,559.9626,,3/31/09,1474.2221,,,,,,,,,
4/28/67,94.01,,,,,,,,4/30/09,611.5112,,4/30/09,1664.9607,,,,,,,,,
5/31/67,89.08,,,,,,,,5/29/09,654.1024,,5/29/09,1863.7679,,,,,,,,,
6/30/67,90.64,,,,,,,,6/30/09,673.0137,,6/30/09,1853.8518,,,,,,,,,
7/31/67,94.75,,,,,,,,7/31/09,692.2176,,7/31/09,2022.9449,,,,,,,,,
8/31/67,93.64,,,,,,,,8/31/09,701.1022,,8/31/09,2132.9827,,,,,,,,,
9/29/67,96.71,,,,,,,,9/30/09,665.2302,,9/30/09,2214.8755,,,,,,,,,
10/31/67,93.9,,,,,,,,10/30/09,655.7222,,10/30/09,2187.2465,,,,,,,,,
11/30/67,94,,,,,,,,11/30/09,617.715,,11/30/09,2231.5373,,,,,,,,,
12/29/67,96.47,,,,,,,,12/31/09,672.7584,,12/31/09,2263.9249,,,,,,,,,
1/31/68,92.24,,,,,,,,1/29/10,667.5432,,1/29/10,2164.3523,,,,,,,,,
2/29/68,89.36,,,,,,,,2/26/10,661.6978,,2/26/10,2149.6373,,,,,,,,,
3/29/68,90.2,,,,,,,,3/31/10,731.0052,,3/31/10,2285.0848,,,,,,,,,
4/30/68,97.59,,,,,,,,4/30/10,734.0361,,4/30/10,2245.4117,,,,,,,,,
5/31/68,98.68,,,,,,,,5/31/10,653.3082,,5/31/10,1990.1991,,,,,,,,,
6/28/68,99.58,,,,,,,,6/30/10,622.5717,,6/30/10,1971.5523,,,,,,,,,
7/31/68,97.74,,,,,,,,7/30/10,631.2065,,7/30/10,2158.402,,,,,,,,,
8/30/68,98.86,,,,,,,,8/31/10,597.6416,,8/31/10,2091.7639,,,,,,,,,
9/30/68,102.67,,,,,,,,9/30/10,622.3115,,9/30/10,2297.2501,,,,,,,,,
